author;title;state;district;type;date;subjects;description
Miller, Mark;The Authority (1999-2002): Book Two;Florida;Orange County Public Schools;Banned pending investigation;Dec.23;;
Miller, Ron;Robot Explorers;Florida;Escambia County Public Schools;Banned pending investigation;Aug.23;Children's Books;Describes how scientists have explored the planets throughout history, from the first primitive machines that landed on the Moon to the semi-intelligent rovers trundling over the surface of Mars.
Miller, Sam J.;Blackfish City;Florida;Clay County School District;Banned by restriction;Jun.24;Contemporary;“One of the most intriguing future cities in years.” —Charlie Jane Anders “Simmers with menace and heartache, suspense and wonder.” —Ann Leckie A Best Book of the Month in Entertainment Weekly The Washington Post Tor.com B&N Sci-Fi Fantasy Blog Amazon After the climate wars, a floating city is constructed in the Arctic Circle, a remarkable feat of mechanical and social engineering, complete with geothermal heating and sustainable energy. The city’s denizens have become accustomed to a roughshod new way of living, however, the city is starting to fray along the edges—crime and corruption have set in, the contradictions of incredible wealth alongside direst poverty are spawning unrest, and a new disease called “the breaks” is ravaging the population. When a strange new visitor arrives—a woman riding an orca, with a polar bear at her side—the city is entranced. The “orcamancer,” as she’s known, very subtly brings together four people—each living on the periphery—to stage unprecedented acts of resistance. By banding together to save their city before it crumbles under the weight of its own decay, they will learn shocking truths about themselves.  Blackfish City is a remarkably urgent—and ultimately very hopeful—novel about political corruption, organized crime, technology run amok, the consequences of climate change, gender identity, and the unifying power of human connection.   
Millner, Denene;What Goes Around;Texas;Fort Worth Independent School District;Banned pending investigation;Aug.23;Fiction;The Duke sisters return in this fabulous finale to the Hotlanta trilogy!At their prestigious Atlanta high school, twins Sydney and Lauren Duke rule the roost. While straight-A Sydney wields her power in Tory Burch flats and pearl studs, reckless, sultry Lauren makes it happen as head of the cheerleading squad. But the girls' messy family history - and their involvement in a dark mystery- may topple everything they hold dear. Their mother and stepfather want to tear apart Sydney and her new boyfriend. And Lauren's true love, Jermaine, is tied to sketchy dealings on the wrong side of town. Can the Duke sisters redeem themselves while staying true to what's real?
Milton, John;Paradise Lost;Florida;Orange County Public Schools;Banned pending investigation;Dec.23;Thriller;This ebook edition of John Milton’s Paradise Lost contains bonus materials by internationally acclaimed bestselling author Andrew Pyper, including: · Extended excerpt of The Demonologist (in development with Robert Zemeckis and Universal Pictures) · “Paradise Re-Read: An Essay” · Q&A with Andrew Pyper · “Demons of the World: A Selection” A chilling and spellbinding literary horror story, The Demonologist follows Columbia professor David Ullman’s modern-day descent into hell. When his daughter, Tess, disappears, Professor Ullman—a lifelong skeptic—finds that he must suspend his disbelief and use his knowledge of demonic mythology, and Milton’s Paradise Lost, to rescue her from the Underworld.
Milton, John;Paradise Lost;Wisconsin;Elkhorn Area School District;Banned by restriction;Nov.23;Thriller;This ebook edition of John Milton’s Paradise Lost contains bonus materials by internationally acclaimed bestselling author Andrew Pyper, including: · Extended excerpt of The Demonologist (in development with Robert Zemeckis and Universal Pictures) · “Paradise Re-Read: An Essay” · Q&A with Andrew Pyper · “Demons of the World: A Selection” A chilling and spellbinding literary horror story, The Demonologist follows Columbia professor David Ullman’s modern-day descent into hell. When his daughter, Tess, disappears, Professor Ullman—a lifelong skeptic—finds that he must suspend his disbelief and use his knowledge of demonic mythology, and Milton’s Paradise Lost, to rescue her from the Underworld.
Milton, John;Paradise Lost and Paradise Regained;Florida;Orange County Public Schools;Banned pending investigation;Dec.23;Classics;These controversial epic poems demonstrate Milton's genius for fusing sense and sound, classicism and innovation, narrative and drama in profound explorations of the moral problems of God's justice-and what it truly means to be human.
Mirk, Sarah;You Do You: Figuring Out Your Body, Dating, and Sexuality;Texas;Katy Independent School District;Banned;Nov.23;Dating & Intimacy;Teen sex. STIs. Sexting. Rape. Sexual harassment. #MeToo and #YesAllWomen. Today's teens launch into their sexual lives facing challenging issues but with little if any formalized learning about sex and human reproduction. Many of them get their sex ed from online porn. Through this authoritative, inclusive, and teen-friendly overview, readers learn the basics about sex, sexuality, human reproduction and development, birth control, gender identity, healthy communication, dating, relationships and break ups, the importance of consent, safety, body positivity and healthy lifestyles, media myths, and more. Advice-column-style Q&As and real-life stories add human drama and authenticity.
Mitchard, Jacquelyn;Watch for Me By Moonlight;Florida;Escambia County Public Schools;Banned pending investigation;Aug.23;Young Adult;In the third book of the Midnight Twins trilogy, Mally and Merry?s supernatural dream visions are put to the test when their baby brother is kidnapped? and by someone who has grown very close to the Brynn family. Meanwhile, Meredith is distracted by the strange new boy in town. But there?s one problem with her new romance: he?s a ghost from the past, a boy who actually died in the Vietnam War and is struggling with his soul. Mallory must help her sister let go of a love that was never meant to be?and the twins must come together and use their powers to save their baby brother.
Mitchell, David;Cloud Atlas;Florida;Orange County Public Schools;Banned by restriction;Jun.24;Science Fiction;"SHORTLISTED FOR THE INTERNATIONAL BOOKER PRIZE • By the New York Times bestselling author of The Bone Clocks. . .<br/><br/>A postmodern visionary and one of the leading voices in twenty-first-century fiction, David Mitchell combines flat-out adventure, a Nabokovian love of puzzles, a keen eye for character, and a taste for mind-bending, philosophical and scientific speculation in the tradition of Umberto Eco, Haruki Murakami, and Philip K. Dick. The result is brilliantly original fiction as profound as it is playful. In this groundbreaking novel, an influential favorite among a new generation of writers, Mitchell explores with daring artistry fundamental questions of reality and identity.<br/><br/>Cloud Atlas begins in 1850 with Adam Ewing, an American notary voyaging from the Chatham Isles to his home in California. Along the way, Ewing is befriended by a physician, Dr. Goose, who begins to treat him for a rare species of brain parasite. . . . Abruptly, the action jumps to Belgium in 1931, where Robert Frobisher, a disinherited bisexual composer, contrives his way into the household of an infirm maestro who has a beguiling wife and a nubile daughter. . . . From there we jump to the West Coast in the 1970s and a troubled reporter named Luisa Rey, who stumbles upon a web of corporate greed and murder that threatens to claim her life. . . . And onward, with dazzling virtuosity, to an inglorious present-day England; to a Korean superstate of the near future where neocapitalism has run amok; and, finally, to a postapocalyptic Iron Age Hawaii in the last days of history.<br/><br/>But the story doesn’t end even there. The narrative then boomerangs back through centuries and space, returning by the same route, in reverse, to its starting point. Along the way, Mitchell reveals how his disparate characters connect, how their fates intertwine, and how their souls drift across time like clouds across the sky.<br/><br/>As wild as a videogame, as mysterious as a Zen koan, Cloud Atlas is an unforgettable tour de force that, like its incomparable author, has transcended its cult classic status to become a worldwide phenomenon."
Mitchell, Saundra;All the Things We Do in the Dark;Florida;Collier County Public Schools;Banned;Sep.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Florida;Hernando County Schools;Banned;Jan.24;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Florida;Highlands School District;Banned;Dec.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Florida;Lake County Schools;Banned by restriction;Jan.24;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Florida;Seminole County Public Schools;Banned by restriction;Nov.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Iowa;Clear Creek-Amana Community School District;Banned pending investigation;Jun.24;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Iowa;Dallas Center-Grimes Community School District;Banned pending investigation;Jun.24;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Kentucky;Boyle County Schools;Banned;Oct.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Maryland;Caroll County School District;Banned pending investigation;Aug.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Missouri;Cameron R-1 School District;Banned by restriction;Feb.24;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;South Carolina;Spartanburg County School District One;Banned;Feb.24;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things we do in the Dark;Texas;Conroe Independent School District;Banned;Oct.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Texas;Fort Worth Independent School District;Banned;Aug.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Virginia;Fluvanna School District;Banned pending investigation;Oct.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mitchell, Saundra;All the Things We Do in the Dark;Virginia;Spotsylvania County Public Schools;Banned;Oct.23;Contemporary;Sadie meets Girl in Pieces in this dark, emotional thriller by acclaimed author Saundra Mitchell. Something happened to Ava. The curving scar on her face is proof. Ava would rather keep that something hidden—buried deep in her heart and her soul. But in the woods on the outskirts of town, the traces of someone else’s secrets lie frozen, awaiting Ava’s discovery—and what Ava finds threatens to topple the carefully constructed wall of normalcy that she’s spent years building around her. Secrets leave scars. But when the secret in question is not your own—do you ignore the truth and walk away? Or do you uncover it from its shallow grave and let it reopen old wounds—wounds that have finally begun to heal?
Mlynowski, Sarah;The Ten Things We Did (and Probably Shouldn't Have);Florida;Escambia County Public Schools;Banned pending investigation;Aug.23;Short Stories;Praised by New York Times bestselling author Lauren Myracle as “hilarious, moving and flat-out fun,” and Kirkus as a “pitch-perfect rendering…of the teen experience,” Ten Things We Did (and Probably Shouldn't Have) has captured the hearts of critics and readers alike. Fans of Sarah Dessen, E. Lockhart, and Maureen Johnson will love this hilarious and heartwarming tale of a girl on her own for the first time. If given the opportunity, what sixteen-year-old wouldn’t jump at the chance to move in with a friend and live parent-free? Although maybe “opportunity” isn’t the right word, since April had to tell her dad a tiny little untruth to make it happen (see #1: “Lied to Our Parents”). But she and her housemate Vi are totally responsible and able to take care of themselves. How they ended up “Skipping School” (#3), “Buying a Hot Tub” (#4), and, um, “Harboring a Fugitive” (#7) is a mystery to them. To get through the year, April will have to juggle a love triangle, learn to do her own laundry, and accept that her carefully constructed world just might be falling apart . . . one thing-she-shouldn’t-have-done at a time.
Mochizuki, Ken;Baseball Saved Us;Iowa;Mid-Prairie Community School District;Banned;Jun.24;Sports & Outdoors;"Twenty-five years ago, Baseball Saved Us changed the picture-book landscape with its honest story of a Japanese American boy in an internment camp during World War II. This anniversary edition will introduce new readers to this modern-day classic.<br/>One day my dad looked out at the endless desert and decided then and there to build a baseball field.<br/>""Shorty"" and his family, along with thousands of other Japanese Americans, have been forced to relocate from their homes to a ""camp"" after the attack on Pearl Harbor, Hawaii. Fighting the heat, dust, and freezing cold nights of the desert, Shorty and the others at the camp need something to look forward to, even if only for nine innings. So they build a playing field, and in this unlikely place, a baseball league is formed. Surrounded by barbed-wire fences and guards in towers, Shorty soon finds that he is playing not only to win, but to gain dignity and self-respect as well.<br/>Inspired by actual events, this moving story of hope and courage in a Japanese American internment camp during World War II reveals a long-hidden and ugly part of the American past. This 25th Anniversary Edition features a revised cover and a new introduction from the author and illustrator."
Mochizuki, Ken;Baseball Saved Us;Iowa;Spencer Community School District;Banned pending investigation;Jun.24;Sports & Outdoors;"Twenty-five years ago, Baseball Saved Us changed the picture-book landscape with its honest story of a Japanese American boy in an internment camp during World War II. This anniversary edition will introduce new readers to this modern-day classic.<br/>One day my dad looked out at the endless desert and decided then and there to build a baseball field.<br/>""Shorty"" and his family, along with thousands of other Japanese Americans, have been forced to relocate from their homes to a ""camp"" after the attack on Pearl Harbor, Hawaii. Fighting the heat, dust, and freezing cold nights of the desert, Shorty and the others at the camp need something to look forward to, even if only for nine innings. So they build a playing field, and in this unlikely place, a baseball league is formed. Surrounded by barbed-wire fences and guards in towers, Shorty soon finds that he is playing not only to win, but to gain dignity and self-respect as well.<br/>Inspired by actual events, this moving story of hope and courage in a Japanese American internment camp during World War II reveals a long-hidden and ugly part of the American past. This 25th Anniversary Edition features a revised cover and a new introduction from the author and illustrator."
Mochizuki, Ken;Baseball Saved Us;Wisconsin;Elkhorn Area School District;Banned pending investigation;Nov.23;Sports & Outdoors;"Twenty-five years ago, Baseball Saved Us changed the picture-book landscape with its honest story of a Japanese American boy in an internment camp during World War II. This anniversary edition will introduce new readers to this modern-day classic.<br/>One day my dad looked out at the endless desert and decided then and there to build a baseball field.<br/>""Shorty"" and his family, along with thousands of other Japanese Americans, have been forced to relocate from their homes to a ""camp"" after the attack on Pearl Harbor, Hawaii. Fighting the heat, dust, and freezing cold nights of the desert, Shorty and the others at the camp need something to look forward to, even if only for nine innings. So they build a playing field, and in this unlikely place, a baseball league is formed. Surrounded by barbed-wire fences and guards in towers, Shorty soon finds that he is playing not only to win, but to gain dignity and self-respect as well.<br/>Inspired by actual events, this moving story of hope and courage in a Japanese American internment camp during World War II reveals a long-hidden and ugly part of the American past. This 25th Anniversary Edition features a revised cover and a new introduction from the author and illustrator."
Moe, Barbara A.;Coping As a Survivor of Violent Crime;Florida;Escambia County Public Schools;Banned pending investigation;Aug.23;Young Adult;Book by Moe, Barbara A., Moe, Barbara
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Florida;Orange County Public Schools;Banned pending investigation;Dec.23;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Florida;Polk County Public Schools;Banned pending investigation;Jun.24;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Iowa;Iowa City Community School District;Banned pending investigation;Oct.23;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Iowa;South Tama County Community School District;Banned;Dec.23;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Iowa;Waterloo Community School District;Banned pending investigation;Jun.24;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Iowa;Waukee Community School District;Banned;Jun.24;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Maryland;Caroll County School District;Banned pending investigation;Aug.23;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Texas;Fort Worth Independent School District;Banned pending investigation;Aug.23;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Moen, Erika;Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel);Wisconsin;Kenosha Unified School District;Banned;Sep.23;Young Adult;Is what I'm feeling normal? Is what my body is doing normal? Am I normal? How do I know what are the right choices to make? How do I know how to behave? How do I fix it when I make a mistake?<br/><br/>Let's talk about it.<br/><br/>Growing up is complicated.<br/><br/>How do you find the answers to all the questions you have about yourself, about your identity, and about your body? Let's Talk About It provides a comprehensive, thoughtful, well-researched graphic novel guide to everything you need to know.<br/><br/>Covering relationships, friendships, gender, sexuality, anatomy, body image, safe sex, sexting, jealousy, rejection, sex education, and more, Let's Talk About It is the go-to handbook for every teen, and the first in graphic novel form.
Monsen, Avery;All My Friends Are Dead;Florida;Orange County Public Schools;Banned by restriction;Jun.24;Comics & Graphic Novels;"All My Friends Are Dead is both the saddest funny book and the funniest sad book you'll ever read.<br/><br/>This witty and captivating tale offers a delightful primer for laughing at the inevitable: If you're a dinosaur, all your friends are dead. If you're a pirate, all your friends have scurvy. If you're a tree, all your friends are end tables. Showcasing the downside of being everything from a clown to a cassette tape to a zombie, each page of this illustrated humor book is laugh-out-loud funny.<br/>Simple yet effective comic-style imagery and short, hilarious quips come together to create an amusing adventure through a range of unique grievances and wide-eyed dilemmas, from the sock whose only friends have gone missing to the houseplant whose friends are being slowly killed by irresponsible plant owners (like you). Cute and dark all at once, this children's book for adults presents endlessly entertaining stories about life and existential predicaments.<br/><br/>TALENTED TEAM: National bestseller All My Friends Are Dead and companion volume All My Friends Are Still Dead are written by Avery Monsen, an actor, artist, and writer and Jory John, a writer, editor, and journalist. They are friends, and neither is dead. Yet.<br/><br/>READERS LOVE IT: With hundreds of five-star ratings, reviewers can't get enough of this book. One calls it ""gloriously dark,"" and another says that ""guests are drawn to it like a magnet.""<br/><br/>EDITORIAL RAVES: This uproarious book has garnered praise from several media outlets, including The Huffington Post: ""Laugh out loud funny, and a tiny bit disturbing. In other words, perfect."" and Paste magazine: ""Finds humor in mortality.""<br/><br/>Perfect for: Fans of darkly comic or slightly inappropriate books Gift givers shopping for a fun birthday or retirement gift Anyone looking for a unique coffee table book or conversation starter Readers of Jory John's #1 New York Times bestselling books The Good Egg, The Sour Grape, and other titles in The Bad Seed series"
Monster, Sfe R.;Minecraft, Vol 1;Florida;Clay County School District;Banned pending investigation;Mar.24;Juvenile;The first Graphic Novel in the world of Gaming Phenomenon Minecraft! Tyler is your everyday kid whose life is changed when his family has to move from the town he's always known. Thankfully, Tyler has a strong group of friends forever linked in the world of Minecraft! Tyler, along with his friends Evan, Candace, Tobi, and Grace have been going on countless adventures together across the expanses of the Overworld and are in need of a new challenge. They decide to go on the Ultimate Quest--to travel to the End and face off against the ender dragon!
